userID,cluster
605,0
606,6
607,8
608,2
609,8
610,8
611,4
612,2
613,1
614,0
615,8
616,5
617,5
618,8
619,8
620,0
621,8
622,6
623,4
624,8
625,6
626,2
627,0
628,2
629,2
630,3
631,8
632,8
633,6
634,0
635,6
636,1
637,7
638,0
639,9
640,8
641,8
642,0
643,0
644,1
645,1
646,1
647,4
648,0
649,8
650,0
651,5
652,1
653,5
654,5
655,5
656,8
657,0
658,6
659,4
660,8
661,6
662,3
663,2
664,0
665,0
666,8
667,3
668,5
669,7
670,0
671,4
672,3
673,8
674,1
675,6
676,6
677,5
678,5
679,8
680,8
681,0
682,6
683,0
684,8
685,3
686,1
687,2
688,2
689,5
690,1
691,4
692,0
693,3
694,6
695,2
696,7
697,6
698,1
699,7
700,4
701,0
702,6
703,8
704,3
705,4
706,4
707,3
708,6
709,2
710,8
711,1
712,3
713,2
714,5
715,2
716,4
717,1
718,2
719,2
720,5
721,5
722,6
723,8
724,6
725,7
726,3
727,8
728,2
729,8
730,1
731,4
732,7
733,7
734,7
735,8
736,8
737,1
738,8
739,9
740,5
741,0
742,8
743,6
744,1
745,2
746,0
747,5
748,5
749,2
750,6
751,2
752,3
753,3
754,8
755,1
756,9
757,8
758,0
759,8
760,7
761,5
762,5
763,9
764,4
765,8
766,7
767,0
768,5
769,9
770,1
771,9
772,1
773,8
774,8
775,4
776,6
777,9
778,8
779,4
780,6
781,8
782,1
783,9
784,5
785,0
786,0
787,6
788,5
789,7
790,5
791,6
792,6
793,8
794,4
795,6
796,5
797,2
798,6
799,8
800,6
801,3
802,1
803,1
804,4
805,7
806,4
807,6
808,8
809,8
810,3
811,7
812,6
813,5
814,7
815,2
816,4
817,3
818,0
819,9
820,8
821,0
822,5
823,8
824,2
825,0
826,3
827,0
828,1
829,0
830,6
831,0
832,2
833,1
834,7
835,1
836,1
837,6
838,8
839,1
840,1
841,6
842,6
843,5
844,0
845,7
846,5
847,8
848,0
849,1
850,4
851,5
852,6
853,5
854,1
855,5
856,2
857,6
858,8
859,2
860,5
861,9
862,1
863,8
864,6
865,6
866,7
867,7
868,6
869,6
870,8
871,5
872,1
873,2
874,0
875,1
876,8
877,2
878,8
879,1
880,8
881,5
882,0
883,5
884,0
885,2
886,8
887,4
888,8
889,2
890,1
891,3
892,7
893,8
894,8
895,6
896,8
897,7
898,2
899,7
900,3
901,2
902,9
903,8
904,4
905,7
906,3
907,2
908,3
909,9
910,3
911,1
912,7
913,8
914,7
915,0
916,0
917,3
918,9
919,2
920,8
921,3
922,6
923,8
924,7
925,2
926,0
927,6
928,4
929,4
930,1
931,7
932,1
933,8
934,0
935,1
936,7
937,8
938,5
939,8
940,5
941,8
942,3
943,1
